name,description,PCS/SET/DOZ,PRICE PER,,PRICE,PRICE ,UNIT,,,price,,,isHidden,shopId,categoryId
Drum 65 (D/COLOUR),( 1 * 12 pcs ),12,"  122,034 ","  21,966 ","  144,000 ","  12,000 ",PC,  0.15 ,"  21,600 ","165,600.00","  21,600 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Drum 65 No.2,( 1 * 12 pcs ),12,"  98,644 ","  17,756 ","  116,400 ","  9,700 ",PC,  0.15 ,"  17,460 ","133,860.00","  17,460 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Super Drum 70 ,( 1 * 10 pcs ),10,"  88,983 ","  16,017 ","  105,000 ","  10,500 ",PC,  0.15 ,"  15,750 ","120,750.00","  15,750 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Super Drum 70 No.2,( 1 * 10 pcs ),10,"  76,271 ","  13,729 ","  90,000 ","  9,000 ",PC,  0.15 ,"  13,500 ","103,500.00","  13,500 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Super Drum 70 No.2 - black,( 1 * 10 pcs ),10,"  73,729 ","  13,271 ","  87,000 ","  8,700 ",PC,  0.15 ,"  13,050 ","100,050.00","  13,050 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Super Drum 75 ,( 1 * 10 pcs ),10,"  107,627 ","  19,373 ","  127,000 ","  12,700 ",PC,  0.15 ,"  19,050 ","146,050.00","  19,050 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Super Drum 75 No.2,( 1 * 10 pcs ),10,"  88,983 ","  16,017 ","  105,000 ","  10,500 ",PC,  0.15 ,"  15,750 ","120,750.00","  15,750 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Super Drum 90 ,( 1 * 6 pcs ),6,"  89,492 ","  16,108 ","  105,600 ","  17,600 ",PC,  0.15 ,"  15,840 ","121,440.00","  15,840 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Super Drum 90 No.2,( 1 * 6 pcs ),6,"  73,729 ","  13,271 ","  87,000 ","  14,500 ",PC,  0.15 ,"  13,050 ","100,050.00","  13,050 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Super Drum 100 ,( 1 * 6pcs ),6,"  98,136 ","  17,664 ","  115,800 ","  19,300 ",PC,  0.15 ,"  17,370 ","133,170.00","  17,370 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Super Drum 100 No.2,( 1 * 6pcs ),6,"  81,356 ","  14,644 ","  96,000 ","  16,000 ",PC,  0.15 ,"  14,400 ","110,400.00","  14,400 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Super Drum 120 ,( 1 * 4 pcs ),4,"  76,610 ","  13,790 ","  90,400 ","  22,600 ",PC,  0.15 ,"  13,560 ","103,960.00","  13,560 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Super Drum 120 No.2,( 1 * 4 pcs ),4,"  61,695 ","  11,105 ","  72,800 ","  18,200 ",PC,  0.15 ,"  10,920 ","83,720.00","  10,920 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Super Drum 140 ,( 1 * 4 pcs ),4,"  95,254 ","  17,146 ","  112,400 ","  28,100 ",PC,  0.15 ,"  16,860 ","129,260.00","  16,860 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Super Drum 140 No.2,( 1 * 4 pcs ),4,"  74,576 ","  13,424 ","  88,000 ","  22,000 ",PC,  0.15 ,"  13,200 ","101,200.00","  13,200 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Super Drum 160 ,( 1 * 4 pcs ),4,"  104,407 ","  18,793 ","  123,200 ","  30,800 ",PC,  0.15 ,"  18,480 ","141,680.00","  18,480 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Super Drum 160 No.2,( 1 * 4 pcs ),4,"  85,763 ","  15,437 ","  101,200 ","  25,300 ",PC,  0.15 ,"  15,180 ","116,380.00","  15,180 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Tembo Drum 200 ,( 1 * 3 pcs ),3,"  106,271 ","  19,129 ","  125,400 ","  41,800 ",PC,  0.15 ,"  18,810 ","144,210.00","  18,810 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Tembo Drum 200 No. 2,( 1 * 3 pcs ),3,"  89,492 ","  16,108 ","  105,600 ","  35,200 ",PC,  0.15 ,"  15,840 ","121,440.00","  15,840 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Drum 100 (D/Colour),( 1 * 6 pcs ),6,"  88,983 ","  16,017 ","  105,000 ","  17,500 ",PC,  0.15 ,"  15,750 ","120,750.00","  15,750 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Drum 45 (D/Colour),( 1 * 12 pcs ),12,"  81,356 ","  14,644 ","  96,000 ","  8,000 ",PC,  0.15 ,"  14,400 ","110,400.00","  14,400 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Tembo Drum 200 D/Colour,( 1 * 3 pcs ),3,"  111,102 ","  19,998 ","  131,100 ","  43,700 ",PC,  0.15 ,"  19,665 ","150,765.00","  19,665 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Drum 45 - Swing Bin ,( 1 * 12 pcs ),12,"  95,085 ","  17,115 ","  112,200 ","  9,350 ",PC,  0.15 ,"  16,830 ","129,030.00","  16,830 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Drum 70 - swing bin,( 1 * 10 pcs ),10,"  111,864 ","  20,136 ","  132,000 ","  13,200 ",PC,  0.15 ,"  19,800 ","151,800.00","  19,800 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Dust Bin with tyre 120 Litres,( 1 * 1 pc ),1,"  88,983 ","  16,017 ","  105,000 ","  105,000 ",PC,  0.15 ,"  15,750 ","120,750.00","  15,750 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Dust Bin with tyre 240 Litres,( 1 * 1 pc ),1,"  139,831 ","  25,169 ","  165,000 ","  165,000 ",PC,  0.15 ,"  24,750 ","189,750.00","  24,750 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Dust pan - Apple,( 1 * 24 pcs ),24,"  36,915 ","  6,645 ","  43,560 ","  1,815 ",PC,  0.15 ,"  6,534 ","50,094.00","  6,534 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Dust pan - Usafi Kiboko,( 1 * 10 doz ),10,"  78,983 ","  14,217 ","  93,200 ","  9,320 ",DOZ,  0.15 ,"  13,980 ","107,180.00","  13,980 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Office Dust Bin,( 1 * 30 pcs ),30,"  50,339 ","  9,061 ","  59,400 ","  1,980 ",PC,  0.15 ,"  8,910 ","68,310.00","  8,910 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Office Dust Bin (D/Colour),( 1 * 30 pcs ),30,"  55,932 ","  10,068 ","  66,000 ","  2,200 ",PC,  0.15 ,"  9,900 ","75,900.00","  9,900 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Pedal dust bin 20,( 1 * 16 pcs ),16,"  100,339 ","  18,061 ","  118,400 ","  7,400 ",PC,  0.15 ,"  17,760 ","136,160.00","  17,760 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Pedal dust bin Big 20 Printed,( 1 * 16 pcs ),16,"  101,695 ","  18,305 ","  120,000 ","  7,500 ",PC,  0.15 ,"  18,000 ","138,000.00","  18,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Pedal dust bin 6ltr Small,( 1 * 40 pcs ),40,"  125,424 ","  22,576 ","  148,000 ","  3,700 ",PC,  0.15 ,"  22,200 ","170,200.00","  22,200 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Pedal dust bin 6ltr Small -Printed,( 1 * 40 pcs ),40,"  132,203 ","  23,797 ","  156,000 ","  3,900 ",PC,  0.15 ,"  23,400 ","179,400.00","  23,400 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Rectangular Dustbin large 53ltr,( 1 * 4 pcs ),4,"  48,475 ","  8,725 ","  57,200 ","  14,300 ",PC,  0.15 ,"  8,580 ","65,780.00","  8,580 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Rectangular Dustbin large 53ltr Printed,( 1 * 4 pcs ),4,"  50,847 ","  9,153 ","  60,000 ","  15,000 ",PC,  0.15 ,"  9,000 ","69,000.00","  9,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Rectangular Dustbin medium 25ltr,( 1 * 12 pcs ),12,"  70,678 ","  12,722 ","  83,400 ","  6,950 ",PC,  0.15 ,"  12,510 ","95,910.00","  12,510 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Rectangular Dustbin small 15ltr,( 1 * 12 pcs ),12,"  58,475 ","  10,525 ","  69,000 ","  5,750 ",PC,  0.15 ,"  10,350 ","79,350.00","  10,350 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Rocket Dustbin,( 1 * 18 pcs ),18,"  41,949 ","  7,551 ","  49,500 ","  2,750 ",PC,  0.15 ,"  7,425 ","56,925.00","  7,425 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Swing Bin 120 Ltrs,(1 * 6 pcs),6,"  139,831 ","  25,169 ","  165,000 ","  27,500 ",PC,  0.15 ,"  24,750 ","189,750.00","  24,750 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Swing Dustbin 160 Ltrs,( 1 * 4 pcs ),4,"  111,864 ","  20,136 ","  132,000 ","  33,000 ",PC,  0.15 ,"  19,800 ","151,800.00","  19,800 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Wheel Bin 100ltr,( 1 * 1 pc ),1,"  51,271 ","  9,229 ","  60,500 ","  60,500 ",PC,  0.15 ,"  9,075 ","69,575.00","  9,075 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Wheel Bin 100ltr-Black,( 1 * 1 pc ),1,"  46,610 ","  8,390 ","  55,000 ","  55,000 ",PC,  0.15 ,"  8,250 ","63,250.00","  8,250 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Wheel Swing Bin 100ltr,( 1 * 1 pc ),1,"  55,932 ","  10,068 ","  66,000 ","  66,000 ",PC,  0.15 ,"  9,900 ","75,900.00","  9,900 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Wheel Swing Bin 100ltr-Balck,( 1 * 1 pc ),1,"  51,271 ","  9,229 ","  60,500 ","  60,500 ",PC,  0.15 ,"  9,075 ","69,575.00","  9,075 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Zoleo,( 1 * 10 doz ),10,"  70,339 ","  12,661 ","  83,000 ","  8,300 ",DOZ,  0.15 ,"  12,450 ","95,450.00","  12,450 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Zoleo small (Supdi),( 1 * 10 doz ),10,"  46,780 ","  8,420 ","  55,200 ","  5,520 ",DOZ,  0.15 ,"  8,280 ","63,480.00","  8,280 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Zoleo Medium,( 1 * 10 doz ),10,"  70,339 ","  12,661 ","  83,000 ","  8,300 ",DOZ,  0.15 ,"  12,450 ","95,450.00","  12,450 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Usafi Kiboko with Stick,( 1 * 60 sets ),60,"  127,119 ","  22,881 ","  150,000 ","  2,500 ",SET,  0.15 ,"  22,500 ","172,500.00","  22,500 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
DUO WET & DRY 35LTR DUSTBIN,( 1 X 1 PCS ),1,"  40,678 ","  7,322 ","  48,000 ","  48,000 ",PC,  0.15 ,"  7,200 ","55,200.00","  7,200 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
DUO WET & DRY 20LTR DUSTBIN,( 1 X 1 PCS ),1,"  30,000 ","  5,400 ","  35,400 ","  35,400 ",PC,  0.15 ,"  5,310 ","40,710.00","  5,310 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
KLEENO PADDLER 50LTR DUSTBIN,( 1 X 1 PCS ),1,"  21,186 ","  3,814 ","  25,000 ","  25,000 ",PC,  0.15 ,"  3,750 ","28,750.00","  3,750 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
KLEENO PADDLER 60LTR DUSTBIN,( 1 X 1 PCS ),1,"  20,339 ","  3,661 ","  24,000 ","  24,000 ",PC,  0.15 ,"  3,600 ","27,600.00","  3,600 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Drum Swing Bin 45,( 1 X 12 PCS ),12,"  96,610 ","  17,390 ","  114,000 ","  9,500 ",PC,  0.15 ,"  17,100 ","131,100.00","  17,100 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Alpha 7500 ML Plus,( 1 * 4 pcs ),4,"  101,695 ","  18,305 ","  120,000 ","  30,000 ",PC,  0.15 ,"  18,000 ","138,000.00","  18,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chef Deluxe 3500ML,( 1 * 8 pcs ),8,"  105,085 ","  18,915 ","  124,000 ","  15,500 ",PC,  0.15 ,"  18,600 ","142,600.00","  18,600 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Nova 3pcs set,( 1 x 6sets ),6,"  127,119 ","  22,881 ","  150,000 "," 25,000 ",set,  0.15 ,"  22,500 ","172,500.00","  22,500 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Wicker twin set,( 1 x 15sets ),6,"  147,458 ","  26,542 ","  174,000 "," 29,000 ",set,  0.15 ,"  26,100 ","200,100.00","  26,100 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Wicker Platinum 3pcs set,( 1 x 18sets ),18,"  686,441 ","  123,559 ","  810,000 "," 45,000 ",set,  0.15 ,"  121,500 ","931,500.00","  121,500 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Novel 3pcs set,( 1 x 6sets ),6,"  167,797 ","  30,203 ","  198,000 "," 33,000 ",set,  0.15 ,"  29,700 ","227,700.00","  29,700 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Atlantis 1000ML,( 1 X 144 PCS ),144,"  219,661 "," 39,539 "," 259,200 "," 1,800 ",PC,  0.15 ,"  38,880 ","298,080.00","  38,880 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Coockwell Oil dispenser 500ML,(1 * 18 * 18pcs),324,"  549,153 "," 98,847 ","  648,000 "," 2,000 ",PC,  0.15 ,"  97,200 ","745,200.00","  97,200 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Coockwell Oil dispenser 750ML,(1 * 18 * 12pcs),216,"  457,627 "," 82,373 ","  540,000 "," 2,500 ",PC,  0.15 ,"  81,000 ","621,000.00","  81,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Cool Sipper 800 ML,( 1 * 24 pcs ),24,"  71,186 "," 12,814 ","  84,000 ","  3,500 ",PC,  0.15 ,"  12,600 ","96,600.00","  12,600 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
JUICY JUG 125 LTRS,( 1 X 72 PCS ),72,"  274,576 "," 49,424 ","  324,000 "," 4,500 ",PC,  0.15 ,"  48,600 ","372,600.00","  48,600 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Kool Klass 800 ML,( 1 * 24 pcs ),24,"  71,186 "," 12,814 ","  84,000 ","  3,500 ",PC,  0.15 ,"  12,600 ","96,600.00","  12,600 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Ruby Flip 600ML,( 1 X 192 PCS ),192,"  292,881 "," 52,719 "," 345,600 "," 1,800 ",PC,  0.15 ,"  51,840 ","397,440.00","  51,840 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
RUGBY FLIP WITH FLIP TOP 1000ML,( 1 X 120 PCS ),120,"  254,237 "," 45,763 ","  300,000 "," 2,500 ",PC,  0.15 ,"  45,000 ","345,000.00","  45,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
SHAKER 700 ML,( 1 X 36 PCS ),36,"  76,271 "," 13,729 "," 90,000 "," 2,500 ",PC,  0.15 ,"  13,500 ","103,500.00","  13,500 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
SPRINTER SPORTS BOTTLE,( 1 X 96 PCS ),96,"  284,746 "," 51,254 ","  336,000 "," 3,500 ",PC,  0.15 ,"  50,400 ","386,400.00","  50,400 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Venus 1000ML,( 1 x 144pcs ),144,"  122,034 "," 21,966 "," 144,000 "," 1,000 ",PC,  0.15 ,"  21,600 ","165,600.00","  21,600 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
ZILLION 1 LITRE,( 1 X 12 PCS ),12,"  20,339 "," 3,661 "," 24,000 "," 2,000 ",PC,  0.15 ,"  3,600 ","27,600.00","  3,600 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Venus 1000ML 6pcs set,( 1 x 144pcs ),144,"  134,237 "," 24,163 ","  158,400 ","  1,100 ",PC,  0.15 ,"  23,760 ","182,160.00","  23,760 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Vegas 1000ML 6pcs set,( 1 x 144pcs ),144,"  122,034 "," 21,966 ","  144,000 ","  1,000 ",PC,  0.15 ,"  21,600 ","165,600.00","  21,600 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Texas 1000ML 6pcs set,( 1 x 144pcs ),144,"  134,237 "," 24,163 ","  158,400 ","  1,100 ",PC,  0.15 ,"  23,760 ","182,160.00","  23,760 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Venus 1000ML 4pcs set,( 1 x 96PCS ),96,"  81,356 "," 14,644 ","  96,000 ","  1,000 ",PC,  0.15 ,"  14,400 ","110,400.00","  14,400 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Vegas 1000ML 4pcs set,( 1 x 96PCS ),96,"  81,356 "," 14,644 ","  96,000 ","  1,000 ",PC,  0.15 ,"  14,400 ","110,400.00","  14,400 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Maxis 1000ML 6pcs set,( 1 x 144pcs ),144,"  122,034 "," 21,966 ","  144,000 ","  1,000 ",PC,  0.15 ,"  21,600 ","165,600.00","  21,600 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Twisty 1000ML 6pcs set,( 1 x 144pcs ),144,"  134,237 "," 24,163 ","  158,400 ","  1,100 ",PC,  0.15 ,"  23,760 ","182,160.00","  23,760 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Crystel 1000ML 6pcs set,( 1 x 144pcs ),144,"  122,034 "," 21,966 ","  144,000 ","  1,000 ",PC,  0.15 ,"  21,600 ","165,600.00","  21,600 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Contempo 1000ML ,( 1 x 120pcs ),120,"  203,390 "," 36,610 ","  240,000 ","  2,000 ",PC,  0.15 ,"  36,000 ","276,000.00","  36,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Tango 1000ML ,( 1 x 120pcs ),120,"  284,746 "," 51,254 ","  336,000 ","  2,800 ",PC,  0.15 ,"  50,400 ","386,400.00","  50,400 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Icy 1000ML ,( 1 x 120pcs ),120,"  203,390 "," 36,610 ","  240,000 ","  2,000 ",PC,  0.15 ,"  36,000 ","276,000.00","  36,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
H2O round bottle 1000ML ,( 1 x 96PCS ),96,"  244,068 "," 43,932 ","  288,000 ","  3,000 ",PC,  0.15 ,"  43,200 ","331,200.00","  43,200 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Ozone 1000ML ,( 1 x 96PCS ),96,"  162,712 "," 29,288 ","  192,000 ","  2,000 ",PC,  0.15 ,"  28,800 ","220,800.00","  28,800 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Venice 1000ML ,( 1 x 144pcs ),144,"  244,068 "," 43,932 ","  288,000 ","  2,000 ",PC,  0.15 ,"  43,200 ","331,200.00","  43,200 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Hydra metal 750ML ,( 1 x 192pcs ),192,"  325,424 "," 58,576 ","  384,000 ","  2,000 ",PC,  0.15 ,"  57,600 ","441,600.00","  57,600 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Fascino 1000ML ,( 1 x 120pcs ),120,"  254,237 "," 45,763 ","  300,000 ","  2,500 ",PC,  0.15 ,"  45,000 ","345,000.00","  45,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Nile 1000ML ,( 1 x 120pcs ),120,"  254,237 "," 45,763 ","  300,000 ","  2,500 ",PC,  0.15 ,"  45,000 ","345,000.00","  45,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Rugby flip 1000ML ,( 1 x 120pcs ),120,"  203,390 "," 36,610 ","  240,000 ","  2,000 ",PC,  0.15 ,"  36,000 ","276,000.00","  36,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Arctic 1000ML ,( 1 x 144pcs ),144,"  244,068 "," 43,932 ","  288,000 ","  2,000 ",PC,  0.15 ,"  43,200 ","331,200.00","  43,200 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
